ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,CITY,STATE,COUNTRY,PRODUCTLINEID
10321,44,100,6,4489.76,Shipped,4,11,2004,Classic Cars,124,S18_1589,FunGiftIdeas.com,New Bedford,MA,USA,2
10331,44,100,14,4849.24,Shipped,4,11,2004,Classic Cars,124,S18_1589,Motor Mint Distributors Inc.,Philadelphia,PA,USA,2
10131,21,100,4,2781.66,Shipped,2,6,2003,Planes,157,S18_1662,Gift Ideas Corp.,Glendale,CT,USA,4
10143,32,100,7,5248,Shipped,3,8,2003,Planes,157,S18_1662,Mini Creations Ltd.,New Bedford,MA,USA,4
10222,49,100,4,6954.08,Shipped,1,2,2004,Planes,157,S18_1662,Collectable Mini Designs Co.,San Diego,CA,USA,4
10250,45,100,14,8160.3,Shipped,2,5,2004,Planes,157,S18_1662,The Sharp Gifts Warehouse,San Jose,CA,USA,4
10274,41,100,1,6724,Shipped,3,7,2004,Planes,157,S18_1662,Collectables For Less Inc.,Brickhaven,MA,USA,4
10307,39,100,1,7379.97,Shipped,4,10,2004,Planes,157,S18_1662,"Classic Gift Ideas, Inc",Philadelphia,PA,USA,4
10400,34,100,1,6433.82,Shipped,2,4,2005,Planes,157,S18_1662,The Sharp Gifts Warehouse,San Jose,CA,USA,4
10100,30,100,3,5151,Shipped,1,1,2003,Vintage Cars,170,S18_1749,Online Diecast Creations Co.,Nashua,NH,USA,3
10124,21,100,6,2856,Shipped,2,5,2003,Vintage Cars,170,S18_1749,Signal Gift Stores,Las Vegas,NV,USA,3
10149,34,100,11,5375.4,Shipped,3,9,2003,Vintage Cars,170,S18_1749,Signal Collectibles Ltd.,Brisbane,CA,USA,3
10162,29,100,9,5176.5,Shipped,4,10,2003,Vintage Cars,170,S18_1749,Corporate Gift Ideas Co.,San Francisco,CA,USA,3
10182,44,100,10,7554.8,Shipped,4,11,2003,Vintage Cars,170,S18_1749,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,3
10204,33,100,4,5890.5,Shipped,4,12,2003,Vintage Cars,170,S18_1749,Muscle Machine Inc,NYC,NY,USA,3
10312,48,100,17,8078.4,Shipped,4,10,2004,Vintage Cars,170,S18_1749,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,3
10331,44,74.04,7,3257.76,Shipped,4,11,2004,Vintage Cars,170,S18_1749,Motor Mint Distributors Inc.,Philadelphia,PA,USA,3
10135,48,79.31,3,3806.88,Shipped,3,7,2003,Classic Cars,77,S18_1889,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,2
10147,26,82.39,3,2142.14,Shipped,3,9,2003,Classic Cars,77,S18_1889,Collectables For Less Inc.,Brickhaven,MA,USA,2
10160,38,88.55,4,3364.9,Shipped,4,10,2003,Classic Cars,77,S18_1889,"Men 'R' US Retailers, Ltd.",Los Angeles,CA,USA,2
10192,45,90.86,15,4088.7,Shipped,4,11,2003,Classic Cars,77,S18_1889,Online Diecast Creations Co.,Nashua,NH,USA,2
10278,29,90.86,10,2634.94,Shipped,3,8,2004,Classic Cars,77,S18_1889,Signal Gift Stores,Las Vegas,NV,USA,2
10321,37,78.54,14,2905.98,Shipped,4,11,2004,Classic Cars,77,S18_1889,FunGiftIdeas.com,New Bedford,MA,USA,2
10329,29,100,9,2954.81,Shipped,4,11,2004,Classic Cars,77,S18_1889,Land of Toys Inc.,NYC,NY,USA,2
10109,38,100,3,4432.7,Shipped,1,3,2003,Classic Cars,142,S18_1984,Motor Mint Distributors Inc.,Philadelphia,PA,USA,2
10192,47,100,10,7421.3,Shipped,4,11,2003,Classic Cars,142,S18_1984,Online Diecast Creations Co.,Nashua,NH,USA,2
10204,38,100,16,6432.64,Shipped,4,12,2003,Classic Cars,142,S18_1984,Muscle Machine Inc,NYC,NY,USA,2
10226,24,100,7,3892.08,Shipped,1,2,2004,Classic Cars,142,S18_1984,Collectable Mini Designs Co.,San Diego,CA,USA,2
10278,29,100,5,3754.05,Shipped,3,8,2004,Classic Cars,142,S18_1984,Signal Gift Stores,Las Vegas,NV,USA,2
10321,25,100,9,3734,Shipped,4,11,2004,Classic Cars,142,S18_1984,FunGiftIdeas.com,New Bedford,MA,USA,2
10331,30,32.47,8,974.1,Shipped,4,11,2004,Classic Cars,142,S18_1984,Motor Mint Distributors Inc.,Philadelphia,PA,USA,2
10390,34,43.05,15,1463.7,Shipped,1,3,2005,Classic Cars,142,S18_1984,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,2
10115,46,100,4,7381.16,Shipped,2,4,2003,Classic Cars,163,S18_2238,Classic Legends Inc.,NYC,NY,USA,2
10127,45,100,10,7146.9,Shipped,2,6,2003,Classic Cars,163,S18_2238,Muscle Machine Inc,NYC,NY,USA,2
10195,27,100,5,5128.11,Shipped,4,11,2003,Classic Cars,163,S18_2238,Mini Classics,White Plains,NY,USA,2
10207,44,100,6,7060.24,Shipped,4,12,2003,Classic Cars,163,S18_2238,Diecast Collectables,Boston,MA,USA,2
10219,43,100,1,8448.64,Shipped,1,2,2004,Classic Cars,163,S18_2238,Signal Collectibles Ltd.,Brisbane,CA,USA,2
10271,50,100,4,9169,Shipped,3,7,2004,Classic Cars,163,S18_2238,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,2
10282,23,100,13,3238.63,Shipped,3,8,2004,Classic Cars,163,S18_2238,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,2
10292,26,100,7,4554.94,Shipped,3,9,2004,Classic Cars,163,S18_2238,Land of Toys Inc.,NYC,NY,USA,2
10305,27,100,4,3934.44,Shipped,4,10,2004,Classic Cars,163,S18_2238,Marta's Replicas Co.,Cambridge,MA,USA,2
10324,47,100,8,7207.45,Shipped,4,11,2004,Classic Cars,163,S18_2238,Vitachrome Inc.,NYC,NY,USA,2
10349,38,100,8,6719.54,Shipped,4,12,2004,Classic Cars,163,S18_2238,Muscle Machine Inc,NYC,NY,USA,2
10371,25,100,7,2602.25,Shipped,1,1,2005,Classic Cars,163,S18_2238,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,2
10382,25,88,5,2200,Shipped,1,2,2005,Classic Cars,163,S18_2238,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,2
10100,50,67.8,2,3390,Shipped,1,1,2003,Vintage Cars,60,S18_2248,Online Diecast Creations Co.,Nashua,NH,USA,3
10124,42,53.88,5,2262.96,Shipped,2,5,2003,Vintage Cars,60,S18_2248,Signal Gift Stores,Las Vegas,NV,USA,3
10149,24,62.36,10,1496.64,Shipped,3,9,2003,Vintage Cars,60,S18_2248,Signal Collectibles Ltd.,Brisbane,CA,USA,3
10162,27,69.62,8,1879.74,Shipped,4,10,2003,Vintage Cars,60,S18_2248,Corporate Gift Ideas Co.,San Francisco,CA,USA,3
10182,38,61.15,9,2323.7,Shipped,4,11,2003,Vintage Cars,60,S18_2248,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,3
10204,23,71.44,3,1643.12,Shipped,4,12,2003,Vintage Cars,60,S18_2248,Muscle Machine Inc,NYC,NY,USA,3
10312,30,61.15,16,1834.5,Shipped,4,10,2004,Vintage Cars,60,S18_2248,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,3
10127,45,100,14,6295.95,Shipped,2,6,2003,Trucks and Buses,122,S18_2319,Muscle Machine Inc,NYC,NY,USA,3
10195,35,100,9,3608.15,Shipped,4,11,2003,Trucks and Buses,122,S18_2319,Mini Classics,White Plains,NY,USA,3
10207,43,100,10,5752.54,Shipped,4,12,2003,Trucks and Buses,122,S18_2319,Diecast Collectables,Boston,MA,USA,3
10229,26,100,4,3765.32,Shipped,1,3,2004,Trucks and Buses,122,S18_2319,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,3
10271,50,100,8,5093.5,Shipped,3,7,2004,Trucks and Buses,122,S18_2319,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,3
10281,48,100,4,5773.44,Shipped,3,8,2004,Trucks and Buses,122,S18_2319,Diecast Classics Inc.,Allentown,PA,USA,3
10292,41,100,11,4528.86,Shipped,3,9,2004,Trucks and Buses,122,S18_2319,Land of Toys Inc.,NYC,NY,USA,3
10305,36,100,8,4816.08,Shipped,4,10,2004,Trucks and Buses,122,S18_2319,Marta's Replicas Co.,Cambridge,MA,USA,3
10324,33,37.48,10,1236.84,Shipped,4,11,2004,Trucks and Buses,122,S18_2319,Vitachrome Inc.,NYC,NY,USA,3
10349,38,100,7,5223.48,Shipped,4,12,2004,Trucks and Buses,122,S18_2319,Muscle Machine Inc,NYC,NY,USA,3
10124,42,100,3,4431.84,Shipped,2,5,2003,Vintage Cars,127,S18_2325,Signal Gift Stores,Las Vegas,NV,USA,3
10149,33,100,8,4950.33,Shipped,3,9,2003,Vintage Cars,127,S18_2325,Signal Collectibles Ltd.,Brisbane,CA,USA,3
10162,38,100,6,4299.7,Shipped,4,10,2003,Vintage Cars,127,S18_2325,Corporate Gift Ideas Co.,San Francisco,CA,USA,3
10182,20,100,7,2212,Shipped,4,11,2003,Vintage Cars,127,S18_2325,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,3
10204,26,100,1,3206.32,Shipped,4,12,2003,Vintage Cars,127,S18_2325,Muscle Machine Inc,NYC,NY,USA,3
10243,47,100,2,6154.18,Shipped,2,4,2004,Vintage Cars,127,S18_2325,Diecast Collectables,Boston,MA,USA,3
10312,31,100,14,4729.36,Shipped,4,10,2004,Vintage Cars,127,S18_2325,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,3
10322,50,100,6,12536.5,Shipped,4,11,2004,Vintage Cars,127,S18_2325,Online Diecast Creations Co.,Nashua,NH,USA,3
10390,31,98.99,16,3068.69,Shipped,1,3,2005,Vintage Cars,127,S18_2325,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,3
10140,46,61.99,2,2851.54,Shipped,3,7,2003,Trucks and Buses,60,S18_2432,Technics Stores Inc.,Burlingame,CA,USA,3
10207,37,69.89,13,2585.93,Shipped,4,12,2003,Trucks and Buses,60,S18_2432,Diecast Collectables,Boston,MA,USA,3
10229,28,59.55,7,1667.4,Shipped,1,3,2004,Trucks and Buses,60,S18_2432,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,3
10271,25,69.28,11,1732,Shipped,3,7,2004,Trucks and Buses,60,S18_2432,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,3
10281,29,57.73,7,1674.17,Shipped,3,8,2004,Trucks and Buses,60,S18_2432,Diecast Classics Inc.,Allentown,PA,USA,3
10305,41,53.48,11,2192.68,Shipped,4,10,2004,Trucks and Buses,60,S18_2432,Marta's Replicas Co.,Cambridge,MA,USA,3
10322,35,61.21,11,2142.35,Shipped,4,11,2004,Trucks and Buses,60,S18_2432,Online Diecast Creations Co.,Nashua,NH,USA,3
10357,41,61.99,7,2541.59,Shipped,4,12,2004,Trucks and Buses,60,S18_2432,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,3
10381,35,48.62,7,1701.7,Shipped,1,2,2005,Trucks and Buses,60,S18_2432,Corporate Gift Ideas Co.,San Francisco,CA,USA,3
10145,30,85.32,14,2559.6,Shipped,3,8,2003,Planes,84,S18_2581,Toys4GrownUps.com,Pasadena,CA,USA,4
10168,21,70.96,9,1490.16,Shipped,4,10,2003,Planes,84,S18_2581,Technics Stores Inc.,Burlingame,CA,USA,4
10250,27,98.84,4,2668.68,Shipped,2,5,2004,Planes,84,S18_2581,The Sharp Gifts Warehouse,San Jose,CA,USA,4
10263,33,86.17,10,2843.61,Shipped,2,6,2004,Planes,84,S18_2581,Gift Depot Inc.,Bridgewater,CT,USA,4
10308,27,82.79,7,2235.33,Shipped,4,10,2004,Planes,84,S18_2581,Mini Classics,White Plains,NY,USA,4
10318,31,100,9,3116.43,Shipped,4,11,2004,Planes,84,S18_2581,Diecast Classics Inc.,Allentown,PA,USA,4
10353,27,100,1,3515.67,Shipped,4,12,2004,Planes,84,S18_2581,Gift Ideas Corp.,Glendale,CT,USA,4
10107,29,70.87,6,2055.23,Shipped,1,2,2003,Motorcycles,60,S18_2625,Land of Toys Inc.,NYC,NY,USA,1
10145,30,49.67,10,1490.1,Shipped,3,8,2003,Motorcycles,60,S18_2625,Toys4GrownUps.com,Pasadena,CA,USA,1
10159,42,51.48,18,2162.16,Shipped,4,10,2003,Motorcycles,60,S18_2625,Corporate Gift Ideas Co.,San Francisco,CA,USA,1
10168,46,61.18,5,2814.28,Shipped,4,10,2003,Motorcycles,60,S18_2625,Technics Stores Inc.,Burlingame,CA,USA,1
10201,30,64.81,6,1944.3,Shipped,4,12,2003,Motorcycles,60,S18_2625,Mini Wheels Co.,San Francisco,CA,USA,1
10236,23,55.72,2,1281.56,Shipped,2,4,2004,Motorcycles,60,S18_2625,Motor Mint Distributors Inc.,Philadelphia,PA,USA,1
10251,29,61.18,6,1774.22,Shipped,2,5,2004,Motorcycles,60,S18_2625,Tekni Collectables Inc.,Newark,NJ,USA,1
10263,34,58.75,6,1997.5,Shipped,2,6,2004,Motorcycles,60,S18_2625,Gift Depot Inc.,Bridgewater,CT,USA,1
10285,20,49.06,10,981.2,Shipped,3,8,2004,Motorcycles,60,S18_2625,Marta's Replicas Co.,Cambridge,MA,USA,1
10308,34,52.09,3,1771.06,Shipped,4,10,2004,Motorcycles,60,S18_2625,Mini Classics,White Plains,NY,USA,1
10318,42,52.7,5,2213.4,Shipped,4,11,2004,Motorcycles,60,S18_2625,Diecast Classics Inc.,Allentown,PA,USA,1
10329,38,100,12,5266.04,Shipped,4,11,2004,Motorcycles,60,S18_2625,Land of Toys Inc.,NYC,NY,USA,1
10362,23,49.67,3,1142.41,Shipped,1,1,2005,Motorcycles,60,S18_2625,Technics Stores Inc.,Burlingame,CA,USA,1
10149,23,100,5,4230.62,Shipped,3,9,2003,Vintage Cars,168,S18_2795,Signal Collectibles Ltd.,Brisbane,CA,USA,3
10162,48,100,3,7209.12,Shipped,4,10,2003,Vintage Cars,168,S18_2795,Corporate Gift Ideas Co.,San Francisco,CA,USA,3
10182,21,100,4,3047.73,Shipped,4,11,2003,Vintage Cars,168,S18_2795,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,3
10312,25,100,11,3881.25,Shipped,4,10,2004,Vintage Cars,168,S18_2795,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,3
10322,36,100,2,5797.44,Shipped,4,11,2004,Vintage Cars,168,S18_2795,Online Diecast Creations Co.,Nashua,NH,USA,3
10390,26,78.11,7,2030.86,Shipped,1,3,2005,Vintage Cars,168,S18_2795,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,3
10109,26,100,1,3157.44,Shipped,1,3,2003,Classic Cars,132,S18_2870,Motor Mint Distributors Inc.,Philadelphia,PA,USA,2
10172,39,100,7,6023.16,Shipped,4,11,2003,Classic Cars,132,S18_2870,Gift Depot Inc.,Bridgewater,CT,USA,2
10192,38,100,8,4965.84,Shipped,4,11,2003,Classic Cars,132,S18_2870,Online Diecast Creations Co.,Nashua,NH,USA,2
10204,27,100,14,4169.88,Shipped,4,12,2003,Classic Cars,132,S18_2870,Muscle Machine Inc,NYC,NY,USA,2
10226,24,100,5,3231.36,Shipped,1,2,2004,Classic Cars,132,S18_2870,Collectable Mini Designs Co.,San Diego,CA,USA,2
10278,39,100,3,4324.32,Shipped,3,8,2004,Classic Cars,132,S18_2870,Signal Gift Stores,Las Vegas,NV,USA,2
10321,27,100,7,2851.2,Shipped,4,11,2004,Classic Cars,132,S18_2870,FunGiftIdeas.com,New Bedford,MA,USA,2
10331,26,64.9,10,1687.4,Shipped,4,11,2004,Classic Cars,132,S18_2870,Motor Mint Distributors Inc.,Philadelphia,PA,USA,2
10163,31,100,2,3329.09,Shipped,4,10,2003,Vintage Cars,101,S18_2949,Classic Legends Inc.,NYC,NY,USA,3
10183,37,89.15,9,3298.55,Shipped,4,11,2003,Vintage Cars,101,S18_2949,"Classic Gift Ideas, Inc",Philadelphia,PA,USA,3
10215,49,100,4,5510.05,Shipped,1,1,2004,Vintage Cars,101,S18_2949,West Coast Collectables Co.,Burbank,CA,USA,3
10228,24,100,3,2504.4,Shipped,1,3,2004,Vintage Cars,101,S18_2949,Cambridge Collectables Co.,Cambridge,MA,USA,3
10257,50,88.14,1,4407,Shipped,2,6,2004,Vintage Cars,101,S18_2949,The Sharp Gifts Warehouse,San Jose,CA,USA,3
10312,37,100,4,3711.1,Shipped,4,10,2004,Vintage Cars,101,S18_2949,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,3
10322,33,100,12,3524.73,Shipped,4,11,2004,Vintage Cars,101,S18_2949,Online Diecast Creations Co.,Nashua,NH,USA,3
10333,31,90.17,5,2795.27,Shipped,4,11,2004,Vintage Cars,101,S18_2949,Mini Wheels Co.,San Francisco,CA,USA,3
10357,41,87.13,6,3572.33,Shipped,4,12,2004,Vintage Cars,101,S18_2949,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,3
10369,42,100,1,4581.36,Shipped,1,1,2005,Vintage Cars,101,S18_2949,Collectables For Less Inc.,Brickhaven,MA,USA,3
10381,41,100,8,4319.76,Shipped,1,2,2005,Vintage Cars,101,S18_2949,Corporate Gift Ideas Co.,San Francisco,CA,USA,3
10111,28,64.33,2,1801.24,Shipped,1,3,2003,Vintage Cars,62,S18_2957,Mini Wheels Co.,San Francisco,CA,USA,3
10163,48,69.96,4,3358.08,Shipped,4,10,2003,Vintage Cars,62,S18_2957,Classic Legends Inc.,NYC,NY,USA,3
10183,39,68.08,11,2655.12,Shipped,4,11,2003,Vintage Cars,62,S18_2957,"Classic Gift Ideas, Inc",Philadelphia,PA,USA,3
10215,31,58.71,6,1820.01,Shipped,1,1,2004,Vintage Cars,62,S18_2957,West Coast Collectables Co.,Burbank,CA,USA,3
10228,45,63.71,5,2866.95,Shipped,1,3,2004,Vintage Cars,62,S18_2957,Cambridge Collectables Co.,Cambridge,MA,USA,3
10257,49,53.72,3,2632.28,Shipped,2,6,2004,Vintage Cars,62,S18_2957,The Sharp Gifts Warehouse,San Jose,CA,USA,3
10312,35,53.72,6,1880.2,Shipped,4,10,2004,Vintage Cars,62,S18_2957,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,3
10322,41,29.87,13,1224.67,Shipped,4,11,2004,Vintage Cars,62,S18_2957,Online Diecast Creations Co.,Nashua,NH,USA,3
10357,49,70.58,5,3458.42,Shipped,4,12,2004,Vintage Cars,62,S18_2957,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,3
10369,28,44.21,6,1237.88,Shipped,1,1,2005,Vintage Cars,62,S18_2957,Collectables For Less Inc.,Brickhaven,MA,USA,3
10381,40,68.08,4,2723.2,Shipped,1,2,2005,Vintage Cars,62,S18_2957,Corporate Gift Ideas Co.,San Francisco,CA,USA,3
10130,40,96.34,2,3853.6,Shipped,2,6,2003,Ships,86,S18_3029,Auto-Moto Classics Inc.,Brickhaven,MA,USA,5
10143,46,74.84,13,3442.64,Shipped,3,8,2003,Ships,86,S18_3029,Mini Creations Ltd.,New Bedford,MA,USA,5
10209,28,100,6,2817.92,Shipped,1,1,2004,Ships,86,S18_3029,"Men 'R' US Retailers, Ltd.",Los Angeles,CA,USA,5
10222,49,94.62,10,4636.38,Shipped,1,2,2004,Ships,86,S18_3029,Collectable Mini Designs Co.,San Diego,CA,USA,5
10307,31,83.44,7,2586.64,Shipped,4,10,2004,Ships,86,S18_3029,"Classic Gift Ideas, Inc",Philadelphia,PA,USA,5
10400,30,74.84,7,2245.2,Shipped,2,4,2005,Ships,86,S18_3029,The Sharp Gifts Warehouse,San Jose,CA,USA,5
10111,43,100,1,4818.15,Shipped,1,3,2003,Vintage Cars,104,S18_3136,Mini Wheels Co.,San Francisco,CA,USA,3
10163,40,100,3,4900.8,Shipped,4,10,2003,Vintage Cars,104,S18_3136,Classic Legends Inc.,NYC,NY,USA,3
10183,22,100,10,2488.2,Shipped,4,11,2003,Vintage Cars,104,S18_3136,"Classic Gift Ideas, Inc",Philadelphia,PA,USA,3
10215,49,100,5,5285.14,Shipped,1,1,2004,Vintage Cars,104,S18_3136,West Coast Collectables Co.,Burbank,CA,USA,3
10228,31,100,4,3181.53,Shipped,1,3,2004,Vintage Cars,104,S18_3136,Cambridge Collectables Co.,Cambridge,MA,USA,3
10257,37,84.82,2,3138.34,Shipped,2,6,2004,Vintage Cars,104,S18_3136,The Sharp Gifts Warehouse,San Jose,CA,USA,3
10312,38,100,5,4457.02,Shipped,4,10,2004,Vintage Cars,104,S18_3136,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,3
10322,48,47.04,7,2257.92,Shipped,4,11,2004,Vintage Cars,104,S18_3136,Online Diecast Creations Co.,Nashua,NH,USA,3
10357,44,100,4,5160.76,Shipped,4,12,2004,Vintage Cars,104,S18_3136,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,3
10369,21,94.22,5,1978.62,Shipped,1,1,2005,Vintage Cars,104,S18_3136,Collectables For Less Inc.,Brickhaven,MA,USA,3
10381,35,100,5,4288.2,Shipped,1,2,2005,Vintage Cars,104,S18_3136,Corporate Gift Ideas Co.,San Francisco,CA,USA,3
10142,47,100,8,6034.33,Shipped,3,8,2003,Vintage Cars,136,S18_3140,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,3
10166,43,100,2,6930.74,Shipped,4,10,2003,Vintage Cars,136,S18_3140,FunGiftIdeas.com,New Bedford,MA,USA,3
10185,28,100,9,3442.04,Shipped,4,11,2003,Vintage Cars,136,S18_3140,Mini Creations Ltd.,New Bedford,MA,USA,3
10196,49,100,1,6893.81,Shipped,4,11,2003,Vintage Cars,136,S18_3140,Super Scale Inc.,New Haven,CT,USA,3
10282,43,100,1,6695.53,Shipped,3,8,2004,Vintage Cars,136,S18_3140,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,3
10396,33,100,2,5273.73,Shipped,1,3,2005,Vintage Cars,136,S18_3140,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,3
10109,46,100,5,8257,Shipped,1,3,2003,Classic Cars,169,S18_3232,Motor Mint Distributors Inc.,Philadelphia,PA,USA,2
10127,22,100,15,3837.24,Shipped,2,6,2003,Classic Cars,169,S18_3232,Muscle Machine Inc,NYC,NY,USA,2
10160,20,100,1,3996.4,Shipped,4,10,2003,Classic Cars,169,S18_3232,"Men 'R' US Retailers, Ltd.",Los Angeles,CA,USA,2
10192,26,100,12,3918.46,Shipped,4,11,2003,Classic Cars,169,S18_3232,Online Diecast Creations Co.,Nashua,NH,USA,2
10195,50,100,10,7620.5,Shipped,4,11,2003,Classic Cars,169,S18_3232,Mini Classics,White Plains,NY,USA,2
10207,25,100,11,3937.25,Shipped,4,12,2003,Classic Cars,169,S18_3232,Diecast Collectables,Boston,MA,USA,2
10229,22,100,5,4172.52,Shipped,1,3,2004,Classic Cars,169,S18_3232,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,2
10271,20,100,9,3928.6,Shipped,3,7,2004,Classic Cars,169,S18_3232,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,2
10278,42,100,7,6401.22,Shipped,3,8,2004,Classic Cars,169,S18_3232,Signal Gift Stores,Las Vegas,NV,USA,2
10281,25,100,5,4191.25,Shipped,3,8,2004,Classic Cars,169,S18_3232,Diecast Classics Inc.,Allentown,PA,USA,2
10292,21,100,12,2844.87,Shipped,3,9,2004,Classic Cars,169,S18_3232,Land of Toys Inc.,NYC,NY,USA,2
10305,37,100,9,7455.87,Shipped,4,10,2004,Classic Cars,169,S18_3232,Marta's Replicas Co.,Cambridge,MA,USA,2
10321,33,100,11,5700.09,Shipped,4,11,2004,Classic Cars,169,S18_3232,FunGiftIdeas.com,New Bedford,MA,USA,2
10324,27,100,12,3155.49,Shipped,4,11,2004,Classic Cars,169,S18_3232,Vitachrome Inc.,NYC,NY,USA,2
10331,27,100,11,4170.69,Shipped,4,11,2004,Classic Cars,169,S18_3232,Motor Mint Distributors Inc.,Philadelphia,PA,USA,2
10349,48,100,6,7396.8,Shipped,4,12,2004,Classic Cars,169,S18_3232,Muscle Machine Inc,NYC,NY,USA,2
10142,22,97.81,10,2151.82,Shipped,3,8,2003,Trains,100,S18_3259,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,6
10185,49,80.67,11,3952.83,Shipped,4,11,2003,Trains,100,S18_3259,Mini Creations Ltd.,New Bedford,MA,USA,6
10196,35,100,3,3564.75,Shipped,4,11,2003,Trains,100,S18_3259,Super Scale Inc.,New Haven,CT,USA,6
10282,36,100,3,4174.92,Shipped,3,8,2004,Trains,100,S18_3259,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,6
10396,24,89.75,4,2154,Shipped,1,3,2005,Trains,100,S18_3259,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,6
10135,45,78,10,3510,Shipped,3,7,2003,Classic Cars,80,S18_3278,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,2
10147,36,86.04,10,3097.44,Shipped,3,9,2003,Classic Cars,80,S18_3278,Collectables For Less Inc.,Brickhaven,MA,USA,2
10159,21,81.21,5,1705.41,Shipped,4,10,2003,Classic Cars,80,S18_3278,Corporate Gift Ideas Co.,San Francisco,CA,USA,2
10276,38,69.96,6,2658.48,Shipped,3,8,2004,Classic Cars,80,S18_3278,Online Mini Collectables,Brickhaven,MA,USA,2
10319,46,73.98,1,3403.08,Shipped,4,11,2004,Classic Cars,80,S18_3278,Microscale Inc.,NYC,NY,USA,2
10329,38,59.1,10,2245.8,Shipped,4,11,2004,Classic Cars,80,S18_3278,Land of Toys Inc.,NYC,NY,USA,2
10390,40,100,9,5491.6,Shipped,1,3,2005,Classic Cars,80,S18_3278,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,2
10111,39,100,4,4178.85,Shipped,1,3,2003,Vintage Cars,99,S18_3320,Mini Wheels Co.,San Francisco,CA,USA,3
10149,42,94.25,2,3958.5,Shipped,3,9,2003,Vintage Cars,99,S18_3320,Signal Collectibles Ltd.,Brisbane,CA,USA,3
10163,43,100,6,4991.44,Shipped,4,10,2003,Vintage Cars,99,S18_3320,Classic Legends Inc.,NYC,NY,USA,3
10182,33,86.31,1,2848.23,Shipped,4,11,2003,Vintage Cars,99,S18_3320,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,3
10215,41,100,8,4555.92,Shipped,1,1,2004,Vintage Cars,99,S18_3320,West Coast Collectables Co.,Burbank,CA,USA,3
10257,26,89.29,5,2321.54,Shipped,2,6,2004,Vintage Cars,99,S18_3320,The Sharp Gifts Warehouse,San Jose,CA,USA,3
10290,26,96.23,2,2501.98,Shipped,3,9,2004,Vintage Cars,99,S18_3320,Auto-Moto Classics Inc.,Brickhaven,MA,USA,3
10312,33,100,8,3535.95,Shipped,4,10,2004,Vintage Cars,99,S18_3320,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,3
10333,46,100,2,11336.7,Shipped,4,11,2004,Vintage Cars,99,S18_3320,Mini Wheels Co.,San Francisco,CA,USA,3
10357,25,100,3,2604.25,Shipped,4,12,2004,Vintage Cars,99,S18_3320,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,3
10369,45,73.08,4,3288.6,Shipped,1,1,2005,Vintage Cars,99,S18_3320,Collectables For Less Inc.,Brickhaven,MA,USA,3
10382,50,100,7,8935.5,Shipped,1,2,2005,Vintage Cars,99,S18_3320,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,3
10135,42,100,9,5432.7,Shipped,3,7,2003,Classic Cars,146,S18_3482,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,2
10147,37,100,9,4405.22,Shipped,3,9,2003,Classic Cars,146,S18_3482,Collectables For Less Inc.,Brickhaven,MA,USA,2
